"Data Source","World Development Indicators",

"Last Updated Date","2017-01-03",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Macedonia, FYR","MKD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5250","5140","4820","4630","4710","4790","4910","5020","5230","5450","6130","6240","6310","6600","7170","8070","9120","9220","10660","11220","11520","11430","11630","12510","13260","13570","",
"Mali","MLI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","820","930","890","920","940","930","990","1030","1090","1140","1140","1260","1260","1400","1410","1510","1570","1630","1690","1720","1750","1800","1750","1780","1900","1970","",
"Malta","MLT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11230","12050","12610","13230","13900","14870","14280","15900","16460","18160","20280","20380","21210","20910","21370","21720","22790","24140","26050","25340","27080","27710","28090","29320","30640","32530","",
"Myanmar","MMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","470","520","560","610","650","700","740","780","870","1000","1130","1270","1460","1690","1960","2270","2590","2900","3210","3530","3780","3980","4340","4680","4930","",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4985.75878530012","4906.7100385533","5145.13129347719","5258.57239474062","5322.68495032763","5506.76298415496","5782.73994331338","6028.50169252035","6415.3463511488","6663.31753900924","7011.41469624058","7291.20771610601","7511.84002729835","7709.16875265154","8400.63372554946","8955.14054863329","9655.70692135128","10416.4717873586","10879.9174688855","11037.970448641","11501.2800718798","11464.997424454","11571.990502838","11712.1175824548","12027.1138065796","","",
"Montenegro","MNE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6950","7150","7410","7740","8230","8500","10700","12630","14130","13150","13350","14330","14050","14910","15250","15860","",
"Mongolia","MNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3250","3070","2760","2680","2810","3040","3160","3310","3470","3600","3670","3840","4040","4350","4890","5270","5870","6490","7050","6820","6920","8170","9220","10500","11040","11220","",
"Northern Mariana Islands","MNP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230","250","230","240","250","260","330","360","400","420","420","470","470","540","570","620","670","720","770","830","870","940","1010","1070","1120","1170","",
"Mauritania","MRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","1780","1800","1880","1800","1970","2210","2090","2120","2250","2200","2150","2280","2370","2500","2720","3070","3180","3230","3200","3210","3300","3450","3620","3710","","",
"Mauritius","MUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4730","5110","5500","5830","6070","6420","6790","7260","7680","7910","8720","9170","9440","9820","10640","11060","12390","13650","14470","14750","15800","16610","17470","18280","18740","19940","",
"Malawi","MWI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","470","520","490","550","490","580","640","660","660","670","680","650","660","690","730","760","800","870","930","980","1020","1060","1060","1090","1140","1140","",
"Malaysia","MYS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6470","7070","7650","8430","9170","10040","10960","11580","10570","10940","11760","11950","12630","13540","14620","15730","17080","19000","19500","19020","20020","21350","22270","23430","24900","26190","",
"North America","NAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23286.0666531577","23694.9784262007","24627.641337062","25447.6051862102","26773.4145365585","27947.9787885214","29290.2945901237","30886.5263370846","32443.9611321272","34048.1640562071","36089.3375902442","37000.2555895","37732.8174117561","39100.3860974488","41335.0106667563","43808.992070398","46395.7543298191","47463.7381358948","47744.4295335763","46344.3233356237","47936.6320389368","49718.1167653305","51720.2024631342","52932.1796602512","54948.6003895553","56189.3235263442","",
"Namibia","NAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3740","4110","4250","4210","4240","4470","4460","4580","4680","4650","4880","4920","5220","5690","6280","6380","7010","7480","7720","7650","7900","8390","8660","9400","9990","10380","",
"New Caledonia","NCL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","570","590","550","550","560","560","580","580","630","620","600","630","640","660","660","680","720","740","790","760","800","800","870","890","930","950","",
"Nigeria","NGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770","1780","1770","1700","1750","1840","1950","1990","1960","","1950","2120","2160","2340","3140","3240","3870","3960","4170","4320","4750","4940","5150","5360","5740","5810","",
"Nicaragua","NIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1910","1530","1430","1490","1790","1970","2120","2240","2360","2520","2650","2730","2770","2870","3070","3300","3440","3700","3850","3710","3830","4110","4350","4570","4830","5060","",
"Netherlands","NLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18660","19680","20240","20990","22080","23320","24530","25930","27280","29370","32150","32780","34010","34220","36030","37450","41660","44320","45280","44430","45140","47240","47410","48770","48150","48140","",
"Norway","NOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17740","18740","19960","20860","22390","23790","26280","28180","27630","30160","36300","37820","37850","39230","43260","48890","54730","56680","62150","56480","59440","63330","65940","67530","68530","64490","",
"Nepal","NPL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","830","860","890","960","990","1030","1080","1100","1150","1220","1290","1290","1340","1420","1510","1600","1690","1800","1890","1970","2050","2170","2270","2440","2500","",
"Nauru","NRU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8170","","","","","",
"New Zealand","NZL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14240","13580","13950","14810","15940","16770","17090","17990","18440","19350","20290","21360","22130","22820","23670","24020","25880","27280","27700","29460","29720","31250","31700","35630","36230","35580","",
"OECD members","OED","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16380.0216347784","17025.3808717161","17638.8511758008","18280.5863695078","19125.00793024","19896.1328381897","20819.0187187187","21861.731497019","22765.5056072741","23672.5157349309","25214.4070520076","26031.764522726","26732.9866598073","27503.8847389852","29028.4263257257","30581.5583481223","32699.3622315781","34092.2716726023","34775.7805936368","33877.4632357991","35140.4207840962","36518.8255634375","37613.5169883232","38526.7952387066","39538.1324063787","40287.7176285866","",
"Oman","OMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22060","23390","24390","25400","25980","27290","28180","30220","31070","31520","33930","35810","34580","34270","35100","35550","35210","40650","42870","43320","43090","39900","40310","39530","37550","38650","",
"Other small states","OSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12394.38877866","13209.4560844607","15408.7168833466","17064.3177345686","18338.4731203254","18081.2815804916","19288.765215142","21105.8936038825","22060.5451610539","22902.9078403917","23520.4512596138","24193.7396496323","",
"Pakistan","PAK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2060","2140","2260","2290","2350","2470","2550","2540","2570","2640","2740","2800","2920","3140","3370","3660","3920","4120","4200","4290","4370","4520","4690","4870","5110","5320","",
"Panama","PAN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4880","5250","5780","6250","6500","6500","6780","7110","7540","7700","8060","8090","8520","8620","9210","9970","10980","12460","13520","13390","13720","15830","17470","18600","19820","20460","",
"Peru","PER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3340","3320","3310","3470","3920","4220","4410","4710","4750","4820","4980","5130","5400","5680","5890","6210","6710","7520","8340","8450","9040","9670","10450","11250","11650","12060","",
"Philippines","PHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2550","2590","2630","2700","2840","2980","3160","3360","3580","3650","3930","4080","4220","4570","4940","5370","5710","6140","6490","6830","7360","6890","7420","8000","8480","8940","",
"Palau","PLW","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10780","10030","9100","9290","10570","11650","11830","11560","11330","10100","10670","11350","10940","12110","12550","12500","12700","12100","11230","11690","12360","12970","12630","13340","14730","",
"Papua New Guinea","PNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1110","1180","1400","1500","1470","1520","1480","1400","1390","1380","1350","1340","1300","1370","1510","1490","1780","1890","1930","1990","2240","2410","2540","2800","","",
"Poland","POL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5540","5730","6110","6770","7340","8020","8740","9330","9870","10570","10940","11550","11930","12630","13560","14820","16320","17730","18560","20140","21710","22720","23680","24380","25350","",
"Pre-demographic dividend","PRE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710.52086840361","1781.95472160079","1766.60461396605","1716.69894539473","2083.96978867604","2211.97615768546","2486.75877836823","2614.05875511972","2774.26419776558","2838.0210678248","2983.04389841451","3099.720970704","3260.45974389705","3327.96458071043","3511.99449082733","3564.7038870912","",
"Puerto Rico","PRI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11540","11940","12230","12830","13310","13930","14480","15090","15660","16460","17280","18690","18890","19650","20730","21830","22710","23170","23060","22490","22060","22390","23290","24020","","","",
"Korea, Dem. People’s Rep.","PRK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11180","12110","12590","12620","12930","13780","14240","14990","15720","16720","17510","18220","18990","19580","19990","21730","23110","24420","25080","25250","26040","26410","26470","27550","28290","28590","",
"Paraguay","PRY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4360","4650","4660","4610","4510","4170","4220","4330","4130","4410","4590","5080","5740","6220","5850","6640","7120","6940","8020","8510","8680","",
"Pacific island small states","PSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2636.93871748169","2683.7945608975","2815.37749190009","2870.03225914272","2987.15012837293","3167.39180322957","3271.68524256759","3384.62378968524","3421.6688697392","3608.62097033684","3718.43404761006","3766.73021549497","3898.92884417531","3955.63755963507","4207.66144635386","4387.97818615107","4417.73908028536","4528.04525441858","4594.51308240308","4503.64810369849","4566.37028562482","4725.74530690657","4894.78988153297","5233.58101876385","5412.02261872564","5696.37302003622","",
"Post-demographic dividend","PST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17772.4125255253","18443.8980511644","19061.1138720328","19544.1203184877","20430.3963930563","21342.4279277627","22314.5101971192","23430.476578874","24277.3963328865","25324.2736556943","26984.4654399166","28010.0703905774","28841.6354002101","29780.1411402496","31454.3558235351","33144.0458824491","35445.9085827469","36962.2413605399","37684.4440467264","36679.835408674","38029.3791314507","39448.7166019505","40654.0856899645","41747.8599732752","42792.2360559726","43604.6991292306","",
"French Polynesia","PYF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96740","88060","105250","106970","108300","102380","110810","122030","124890","128840","132900","138480","",
"Romania","ROU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5480","5000","4690","4870","5180","5670","5970","5530","5250","5360","5690","6470","7020","7620","8540","9300","11040","12810","15580","15570","16330","17330","18580","19150","20130","20900","",
"Russian Federation","RUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000","7820","6790","6350","5710","5560","5440","5580","5220","5680","6650","7270","7880","8970","10010","11540","14480","16280","19600","18760","19860","23360","24520","23300","24260","23770","",
"Rwanda","RWA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","570","650","640","350","490","540","580","590","600","630","670","750","760","830","900","990","1070","1170","1220","1290","1380","1490","1540","1640","1720","",
"South Asia","SAS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.78230924366","1234.03327108927","1304.59784736095","1365.13963730481","1447.26907620809","1549.74404236786","1650.74167063859","1707.56087599538","1785.99831706304","1916.7932797298","1998.03550450978","2095.23931423293","2177.2505893941","2346.12051942955","2547.25213475649","2812.56466124196","3098.15721389859","3392.07655935745","3535.09221446237","3777.42423391693","4092.04854507008","4383.69757605318","4641.67025148588","4937.30978451811","5296.39183296511","5658.13079136485","",
"Saudi Arabia","SAU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24400","26230","26950","26570","26120","26260","26850","27380","27830","27320","28080","27920","27610","29280","32260","35170","37430","39410","42590","42740","43930","48160","50470","51590","53410","54840","",
"Sudan","SDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1040","1050","1140","1210","1240","1310","1410","1560","1590","1600","1670","1750","1840","1940","2010","2180","2430","2680","2870","2880","2930","3340","3650","2580","3820","3990","",
"Senegal","SEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1190","1210","1200","1190","1250","1290","1320","1380","1450","1490","1550","1540","1640","1740","1840","1900","2000","2070","2050","2110","2120","2180","2200","2290","2380","",
"Singapore","SGP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21950","23390","25260","27510","30900","32940","34140","37340","35510","37810","40680","39940","41130","44160","47270","51460","57800","62360","60500","58720","70160","73280","74720","78320","79660","81360","",
"Solomon Islands","SLB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790","890","940","890","970","1030","1000","1610","1610","1590","1370","1260","1200","1280","1360","1430","1550","1540","1490","1200","1300","1500","1870","2100","2040","2190","",
"Sierra Leone","SLE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790","860","690","770","720","730","780","750","740","740","790","720","890","950","980","1020","1070","1240","1340","1390","1350","1370","1650","1910","1950","1560","",
"El Salvador","SLV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2850","3010","3300","3590","3860","4150","4250","4450","4640","4790","4990","5170","5320","5500","5730","6100","6540","6960","7200","6940","7120","7390","7570","7780","7990","8240","",
"San Marino","SMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5620","5820","5190","5780","6220","6740","7170","8040","8750","9760","10240","11570","11610","11550","12290","12550","13100","13150","13040","",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1514.52524875478","1542.99914007439","1499.46831363997","1488.21564286764","1507.00340500532","1575.79333522124","1660.64059764856","1712.01480556491","1718.54002571129","1738.48855099802","1781.69313823407","1854.01330337205","1891.77838385492","1964.17624199817","2196.82909446754","2332.18986190189","2576.98257018833","2716.58512746601","2835.09940098759","2882.48367457141","3019.77782776368","3137.54873748941","3237.10028751776","3310.84525212011","3506.75981757169","3567.27635692827","",
"South Sudan","SSD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2530","2640","2610","2230","1740","1850","1810","1630","",
"Sub-Saharan Africa","SSF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1515.54539499113","1544.06780593744","1500.63945119174","1489.46668454864","1508.25542666361","1576.97403856208","1661.88136630208","1713.42212099447","1720.03329892083","1739.97864635356","1783.16781862377","1855.47976509506","1893.11939949549","1965.4736528507","2198.17743492685","2333.68021650776","2578.6173594679","2718.2413534395","2836.65430076996","2884.02280759387","3021.40243038133","3139.28672173348","3238.98441333408","3312.8405343226","3508.76958585435","3569.34068690035","",
"Small states","SST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9595.93287008147","9955.81696786537","10359.1802506837","10850.3180565063","11483.9906655107","12238.2348026212","14098.9994921489","15484.7961117227","16536.4502724133","16252.5920947179","17238.36159497","18592.1667884295","19410.4471770889","20210.2907803883","20741.4969171444","21385.5903847667","",
"Sao Tome and Principe","STP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1580","1610","1740","1810","1970","2270","2370","2480","2500","2640","2750","2810","2980","3190","3250","",
"Suriname","SUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6690","6950","7020","","6820","6990","7130","7450","7520","7070","7600","6240","7720","8290","9100","10370","11490","12520","13240","13520","13880","14220","15110","15860","16500","16610","",
"Slovak Republic","SVK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8510","9270","9960","10510","10510","11100","12240","13090","13210","14390","16120","18300","20860","23460","23090","24030","24320","25690","27280","27970","28630","",
"Slovenia","SVN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13370","14150","15140","16010","17070","17910","18860","20030","20800","22450","23750","25640","27130","28920","27140","27350","28290","28280","28930","30360","30350","",
"Sweden","SWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19860","20020","19870","19690","21100","22390","23260","24200","25380","27130","29380","29830","30860","32600","34450","34800","38460","42000","43580","40680","42980","45020","45880","46280","46320","47530","",
"Swaziland","SWZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3760","3870","4010","4030","3950","4390","4690","4800","4670","4890","4840","5220","5110","5300","5700","6480","6580","6980","7210","7190","7070","7220","7410","7620","8100","8260","",
"Sint Maarten (Dutch part)","SXM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8800","9310","10150","10860","10990","10580","11240","12760","13530","13650","13870","14200","13140","13270","14320","16020","17690","18380","17630","17880","18840","20990","22930","24360","24940","25810","",
"Syrian Arab Republic","SYR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710","780","840","680","750","760","760","780","830","800","780","850","890","860","1150","1350","1340","1410","1400","1620","1820","1810","1950","1980","2080","2110","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1442.28209142495","1560.48796417404","1738.88740178965","1947.63504373792","2176.65496292007","2386.52751797287","2613.49890552079","2807.26465661543","2819.78262475254","2993.451905128","3255.42630209585","3499.26300739406","3794.60349728134","4235.02661703031","4699.76606945328","5255.36101223424","5967.70138462307","6830.56634516975","7507.91801216901","8033.99087407458","8834.84990755952","9627.87027609829","10499.9925634779","11290.9068340288","12253.004132476","13029.8659196394","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6163.86606028297","5970.51830181607","5451.81504457195","5253.23742292241","4871.96590671278","4882.46632399449","4978.80362436027","5181.5520671638","5503.57955542732","5685.24369910764","6348.65314340761","6710.44763311192","7160.79990742776","7787.06552665876","8693.59609056006","9723.48239945897","11427.5583965695","12712.635386572","14482.1470369093","14096.4613014892","15034.1903573854","16809.8694370926","17593.04211573","17606.4004822483","18307.5500644451","18303.0825288968","",
"Togo","TGO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","860","860","820","690","770","840","930","1050","1020","1020","1010","990","980","1020","1040","1050","1100","1130","1020","1040","1050","1070","1110","1130","1270","1330","",
"Thailand","THA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4240","4700","5110","5640","6170","6730","7130","6940","6340","6710","7170","7440","7870","8460","9130","9740","10570","11450","11880","11840","12720","13350","14220","14480","14990","15520","",
"Tajikistan","TJK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2350","2210","1570","1310","1020","890","720","770","810","840","900","990","1100","1200","1370","1480","1590","1750","1910","1940","2570","2860","3050","3350","3390","3460","",
"Turkmenistan","TKM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4450","3770","3400","3620","3300","3450","3970","3980","4340","4380","4640","4940","5390","6360","7170","8070","8440","9000","10260","11490","12850","14360","15760","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5558.77666358093","5897.60344889346","6138.76047351098","6746.16260206081","7063.48845776313","7095.23444414849","7369.71827361261","7762.36690799832","7857.30925163175","7864.35732264062","8256.93676705431","8368.00310124975","8368.06147953493","8567.33980517003","9229.40386277694","9907.95558537851","10727.2115930501","11621.487307941","12204.56896521","12001.422654701","12886.7033275997","13686.790750198","14072.6203848084","14366.2672820189","14920.4966127098","14859.060775365","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5010.70161936459","4932.15656922234","5172.84461668","5288.04783542975","5353.72039561211","5539.18381261696","5817.92798179505","6061.19915223082","6443.03789593677","6686.70476859167","7046.30563930203","7333.79453572338","7558.86417475602","7755.5428301984","8451.99342981509","9007.22787504475","9717.6780408739","10487.8745027948","10962.1462198958","11115.9478151343","11585.5910482602","11545.9810780403","11647.1565732186","11792.7069091791","12112.6995806383","","",
"Timor-Leste","TLS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1820","1900","2110","1730","1710","2120","3270","4610","7210","5310","6600","7960","8310","7500","5620","4330","",
"Tonga","TON","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2370","2580","2630","2780","3080","3170","3240","3280","3450","3530","3640","3830","4010","4130","4230","4440","4530","4490","4670","4730","5050","5270","5370","5260","5370","5590","",
