"Data Source","World Development Indicators",

"Last Updated Date","2017-01-03",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Micronesia, Fed. Sts.","FSM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380","2380","2440","2380","2400","2340","2400","2580","2680","2730","2840","2860","3040","3140","3200","3160","3330","3390","3540","3670","3700","3600","4120","",
"Gabon","GAB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11300","12070","11290","11510","12240","12560","12910","13530","14110","12630","11920","12580","12960","12930","12440","13860","12970","13550","13180","13380","13900","14750","16130","16980","18510","18880","",
"United Kingdom","GBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17510","17850","18510","19380","20880","21840","23170","24880","26090","26650","29060","30570","31980","33090","35010","36750","38600","39100","39020","37320","36740","37230","37740","38980","39810","40610","",
"Georgia","GEO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5180","4190","2330","1660","1530","1600","1900","2310","2470","2600","2690","2830","3030","3470","3870","4410","5100","5850","6080","5990","6390","7100","7950","8380","9130","9430","",
"Ghana","GHA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220","1290","1330","1390","1420","1480","1530","1590","1640","1700","1750","1830","1890","1980","2090","2250","2420","2530","2740","2830","2970","3320","3540","3860","3920","4080","",
"Gibraltar","GIB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690","690","700","720","730","750","770","790","810","850","880","910","970","920","950","970","970","1020","1030","1020","1040","1080","1130","1140","1140","1120","",
"Gambia, The","GMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","980","1010","1030","1030","1030","1050","1080","1090","1140","1190","1240","1170","1250","1330","1310","1310","1350","1440","1540","1610","1510","1570","1610","1580","","",
"Guinea-Bissau","GNB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","930","960","980","1000","1030","1070","1190","1280","900","900","980","1000","1000","1010","1040","1100","1150","1190","1220","1240","1300","1420","1380","1380","1400","1450","",
"Equatorial Guinea","GNQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","790","1070","1150","1110","1170","1860","4970","5380","7090","6400","6430","8530","7850","9730","17160","28630","33370","36050","31880","25320","29440","32300","30820","29860","27200","",
"Greece","GRC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13540","14310","14670","14650","15190","15760","16280","17220","17710","18060","19420","21060","22710","23740","25130","25440","27750","28550","30230","29970","28390","25900","26150","26710","26780","26790","",
"Grenada","GRD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4580","4960","5060","4920","5110","5220","5480","5790","6140","6850","7150","7040","7310","8160","8100","10160","10010","10730","11040","10020","10390","10760","10770","11300","12230","13090","",
"Greenland","GRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3270","3450","3610","3750","3880","4060","4140","4290","4470","4590","4740","4880","4980","5080","5230","5450","5750","6130","6310","6220","6340","6560","6800","7040","7290","7530","",
"Guam","GUM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1310","1480","1750","2140","2490","2720","3010","3150","3130","3310","3360","3470","3590","3660","3590","3980","4430","4900","5150","5340","5700","6060","6520","6960","7180","7540","",
"High income","HIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18027.1031320746","18797.9416014712","19545.9358787276","20132.2612532404","21104.8261009339","22056.2807153093","23079.1415052988","24225.7014580712","25088.5374431308","26107.9483187076","27794.7556700388","28763.1711121613","29561.817269538","30521.1998642671","32260.4594777649","34005.4692277632","36378.6743411188","37984.9104425192","38734.869617302","37772.4774961044","39187.3383349106","40758.7256166364","42088.2024938935","43245.2810253163","44394.1507559587","45365.925997466","",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16950","18260","19650","21790","23020","23720","23630","25220","24130","25210","27180","28160","28470","30560","33720","36630","40880","44670","47440","45250","48130","51450","52020","54480","56680","57860","",
"Honduras","HND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1960","2050","2260","2230","2280","2350","2500","2560","2520","2670","2740","2820","2930","3110","3360","3620","3940","4130","4030","4050","4200","4310","4430","4600","4750","",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","894.193539728281","895.234413673379","886.704578234348","898.241301174975","900.359340575","931.066644263752","987.083590264569","1025.99258898493","1049.29323527419","1067.60100452224","1088.21647446228","1121.79532845479","1147.81361045619","1186.43083842658","1249.24360654987","1338.39269815141","1428.8831928179","1523.30679023795","1605.09402993607","1651.60353716787","1711.6516449608","1792.50963212614","1867.55614716557","1880.82525393927","2035.69428014904","2110.29562174069","",
"Croatia","HRV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8100","9100","9710","10140","9890","10850","11580","12540","13200","14410","15210","16620","18540","19900","18770","18450","20010","20390","21000","21200","21750","",
"Haiti","HTI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1280","1310","1330","1360","1380","1370","1360","1370","1340","1380","1440","1510","1530","1560","1480","1570","1630","1690","1740","1760","",
"Hungary","HUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8260","8660","8850","9090","9560","10220","10620","11500","12980","14170","14940","15590","16380","17700","18060","19540","19910","20570","21500","21730","23350","23950","24620","",
"IBRD only","IBD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2755.45306302687","2840.71655014261","2924.97898762156","3103.53356369681","3232.69039244876","3377.90823760242","3578.91790263641","3774.96952682941","3873.59283585536","4027.97923059493","4316.29688280591","4527.05270229843","4744.86989510076","5096.43604753822","5596.22649185341","6161.56904264595","6906.7856343089","7689.90981831884","8322.87129192881","8571.78202486964","9273.3393685574","9999.7316913004","10591.7072123325","11075.7923362532","11775.0171154141","12244.3513256677","",
"IDA & IBRD total","IBT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2421.33582131033","2491.33827795445","2559.71590165879","2699.53548410739","2804.13826652918","2926.53318883913","3093.02031351666","3250.72686429358","3329.64319531131","3454.24961802412","3686.33359991159","3858.9830996023","4032.83151526374","4317.77496354338","4736.21351205105","5192.62842361557","5797.51548317027","6414.84161040629","6910.1311668522","7105.23817768544","7653.69136395165","8214.02370083735","8675.58925761944","9049.0016456685","9600.17485984252","9954.64818939522","",
"IDA total","IDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1231.1574284382","1259.5812005528","1286.02518745011","1303.81314515716","1339.36354555732","1401.22623841254","1468.22376634832","1514.51305423975","1546.5311906145","1592.38679624893","1658.45903721689","1732.41647498557","1791.18408526436","1893.3172498593","2090.68568575679","2244.33947572869","2459.92498478336","2619.56410046146","2752.67890844522","2842.09496318873","3000.58781472765","3142.79238696929","3297.21062124658","3426.59578539934","3639.48719455817","3754.5079399187","",
"IDA blend","IDB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1697.68086553527","1753.62418200295","1815.38072192879","1832.14849117317","1901.13950748914","1999.0651824106","2096.37018857894","2154.9948786124","2189.81602452028","2256.66148251896","2357.6360356004","2465.21277232702","2558.5656790864","2735.32362626504","3115.046839328","3329.98092248562","3695.0933947722","3901.60732367987","4080.3128371964","4195.76698103677","4454.30233942336","4681.4877500829","4918.34805968222","5145.63435711601","5456.55016726218","5652.32915532859","",
"Indonesia","IDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2980","3050","3290","3590","3920","4260","4610","4830","4070","4020","4190","4300","4440","5110","5400","5790","6260","6750","7240","7540","8070","8610","9180","9710","10210","10700","",
"IDA only","IDX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","945.083768486392","957.129810505349","962.371944921757","983.698127842831","999.554485395248","1041.06018442477","1091.83196305024","1133.27152788112","1166.29198106524","1201.02775825683","1248.50314715348","1305.31369739037","1346.3172963798","1406.77963737221","1497.68567249883","1620.03427289372","1751.23767275137","1888.7712207289","1999.87716141902","2077.87267350647","2181.0857957857","2276.6105533626","2386.66894365654","2462.11694187423","2622.69872944475","2694.49332797113","",
"Isle of Man","IMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1130","1160","1220","1290","1380","1480","1600","1660","1750","1900","1980","2090","2170","2340","2560","2840","3150","3470","3620","3900","4270","4590","4860","5200","5610","6030","",
"Not classified","INX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12430","13070","13550","14230","15380","16840","18350","19970","21980","23130","25810","27130","28870","31060","32920","35120","38740","40610","38220","35190","36700","37620","38120","40630","42810","51920","",
"Iran, Islamic Rep.","IRN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6600","7520","7830","7830","7670","8060","8380","8580","8770","8790","9430","9740","10580","11570","12220","12990","14020","15570","15850","16100","17170","17950","16900","16620","17430","","",
"Iraq","IRQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7330","2650","3510","4600","4730","4780","5240","6180","8160","9410","9590","9740","8860","6000","9250","9840","10880","11080","12340","12200","12560","13190","14890","15490","15190","15340","",
"Iceland","ISL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21050","21610","21180","21700","22610","23050","24120","26000","27680","28590","28730","30340","31940","31250","33480","34540","34570","37040","33030","32530","32420","34540","36350","41800","43960","46500","",
"Israel","ISR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13070","13550","14310","14880","15870","17710","19110","19670","20120","20370","22690","23560","24020","22640","24430","24310","25270","27110","26650","26670","28190","30110","30880","32810","33650","35300","",
"Italy","ITA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18050","18880","19420","19750","20570","21680","22430","23330","24520","25110","26530","28150","27770","28310","28710","29680","32060","33720","34830","34100","34620","35750","35820","35620","35390","35850","",
"Jamaica","JAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4320","4620","4870","5690","5780","6040","6210","6200","5960","6060","6200","6320","6430","6790","7060","7310","7790","8090","8240","7800","7900","8220","8500","8570","8740","8890","",
"Jordan","JOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4080","3940","4610","4720","4850","5100","5140","5360","5560","5740","6210","6610","6910","7220","7940","8620","9290","10000","10400","10490","10150","10230","10300","10460","10660","10760","",
"Japan","JPN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19350","20600","21230","21730","22290","23110","24160","24960","24660","24920","26270","27000","27680","28400","29920","31150","32700","34440","34620","32740","34670","35400","36870","37970","38060","38870","",
"Kazakhstan","KAZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6980","6300","6000","6210","6500","6560","6770","7350","8660","9760","10720","11860","12920","14220","15590","15830","16370","17110","18220","19370","21250","22310","23480","",
"Kenya","KEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1490","1460","1430","1470","1550","1630","1630","1670","1680","1690","1750","1750","1780","1880","2020","2150","2300","2290","2330","2480","2620","2710","2830","2950","3070","",
"Kyrgyz Republic","KGZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2250","2100","1830","1580","1280","1210","1300","1410","1420","1450","1550","1690","1700","1840","1980","2030","2180","2420","2570","2640","2560","2610","2850","3100","3250","3310","",
"Cambodia","KHM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790","810","860","890","970","1050","1140","1200","1310","1460","1670","1880","2110","2250","2230","2350","2520","2700","2890","3090","3300","",
"Kiribati","KIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1540","2060","2120","2070","2110","2240","1960","2370","2660","2410","2590","2730","2620","2520","2510","2530","2570","2490","2520","2400","2470","2340","2600","2980","3590","4230","",
"St. Kitts and Nevis","KNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9060","9010","9400","10170","10810","11650","12260","13090","12800","13220","14030","14790","14990","14420","15550","17520","19140","19470","20840","20100","19760","20450","20590","22280","23460","24370","",
"Korea, Rep.","KOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8420","9520","10200","11010","12060","13320","14510","15400","14500","16250","17950","19060","20700","21310","22920","24030","25770","27790","28720","28330","30500","31510","32550","32900","33520","34710","",
"Kosovo","KSV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6590","7350","7550","7600","7890","8420","8800","9120","9400","9900","",
"Kuwait","KWT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68550","69290","72700","73890","67000","69370","67100","65190","74820","83700","91140","97360","99740","94680","84460","77500","80860","84220","82610","82020","84360","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5670.6571104777","5977.71488487523","6175.95810164852","6750.83778860956","7060.25432965193","7070.90784542293","7338.56449626938","7717.54799724723","7798.90742692028","7820.06446988834","8203.64696041158","8314.1371484367","8312.64052442794","8510.94413415963","9174.61715361437","9862.82462910475","10666.0262924481","11555.1112577306","12150.7965509527","11950.078684409","12799.6111200293","13567.5308879593","13927.08053905","14220.6317355224","14773.4002808579","14695.2806967525","",
"Lao PDR","LAO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","1090","1150","1210","1300","1390","1480","1540","1580","1720","1780","1900","2020","2110","2310","2560","2730","3030","3230","3500","3650","3920","4270","4670","5070","5400","",
"Lebanon","LBN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6190","7720","7750","8170","8800","9460","9880","9670","9940","9940","10120","10120","9720","8450","10220","10830","11340","12910","14070","15040","15740","15620","15150","14440","14000","13750","",
"Liberia","LBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410","400","540","470","480","310","330","380","430","490","530","580","590","670","670","710","710","720","",
"Libya","LBY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17260","19720","20250","23010","25380","27080","27750","27380","28570","11040","","","","","",
"St. Lucia","LCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4770","4960","5430","5590","5770","5970","6370","6450","6800","7010","7420","7220","7370","7690","8330","8440","9550","9550","9980","10110","10000","10300","10140","10320","10480","10780","",
"Latin America & Caribbean","LCN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5702.07623648326","6015.33651733177","6231.94180534245","6802.84398561815","7118.0383731373","7160.52962665375","7446.94629757103","7837.48310405822","7935.7459629978","7960.75582452997","8362.19735400437","8490.31681478251","8495.77494636507","8705.4800664061","9373.89891313605","10074.2733032355","10916.6735976951","11817.1241268525","12401.3745768649","12200.2074997956","13072.7731624143","13872.294278199","14266.5203856591","14566.4949892399","15132.6411639153","15075.4632268295","",
"Least developed countries: UN classification","LDC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805.910524698459","835.082153273796","827.468736913276","842.245966823927","851.114624471177","902.939614176754","953.27211433804","998.198875001167","1026.3378468081","1057.90573937828","1110.2101812596","1165.1916183418","1205.97153527612","1264.83445320449","1350.13151608733","1473.39260018685","1618.92137011318","1773.67708350247","1892.72392658464","1977.20630438836","2063.06734742703","2150.82255814727","2246.7673472981","2304.70276518859","2454.34746353667","2503.12944607113","",
"Low income","LIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","705.825899631279","714.763434764616","689.330940925903","695.889915102928","698.181686278096","721.784171214299","768.795858062902","787.041569259202","797.949695789472","816.082306803333","834.209433394238","864.847802605366","873.559694444912","895.011185568115","944.265024435699","1006.86418010345","1066.93702520267","1138.6275771291","1186.46408544934","1238.88816008337","1295.55730002512","1359.78912359375","1421.12783825148","1480.98565319596","1555.51154944676","1602.12942326777","",
"Liechtenstein","LIE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2350","2510","2660","2880","3060","3240","3400","3660","3840","4030","4340","4340","4560","4920","5290","5740","6310","6890","7290","7640","8300","9120","9980","10350","10960","11500","",
"Lower middle income","LMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1751.93028007711","1777.80765179292","1835.41923020669","1884.67404561639","1964.97462531524","2073.37762079663","2197.55296811127","2283.34763769377","2284.8266779446","2386.06308421782","2496.083266797","2618.81055251316","2713.50395689258","2941.0859860522","3204.97120909003","3482.22052257625","3822.59296141048","4145.7664539255","4365.39627934492","4558.89238520429","4889.66096357738","5155.32149397154","5439.91656355382","5737.05530040457","6095.88248187004","6408.78454400638","",
"Low & middle income","LMY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2388.01750797007","2452.65501886664","2515.20551722764","2648.44781013674","2746.92162513807","2863.40839912278","3024.15219667259","3175.29657132532","3249.43060093351","3373.41005572312","3600.3556531966","3771.0234700309","3941.20092046379","4225.1510276592","4639.96817362016","5092.64103444052","5688.73201013383","6296.41708843587","6784.77842789053","6978.39129082402","7515.77964864456","8064.65347717553","8521.45994614448","8892.02003787412","9442.90780641026","9794.9532918768","",
"Lesotho","LSO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420","1480","1510","1500","1560","1580","1670","1730","1700","1750","1800","2150","2200","2320","2310","2300","2360","2480","2630","2680","2760","3090","3190","3480","3390","3290","",
"Late-demographic dividend","LTE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2774.93348275156","2892.95534296459","2955.67135423707","3140.19480028143","3317.20142892385","3527.09263936783","3746.46797509364","3962.46301139292","4043.6308810095","4243.49213421215","4627.1278882614","4947.2743908219","5300.4403557756","5767.97138004323","6376.53741554283","7065.45708327846","8062.42323211729","9108.00394247192","10026.7068598871","10388.1089888917","11312.6811659961","12405.2242155003","13313.8148226208","13995.2507679694","15006.871641185","15654.1265445985","",
"Lithuania","LTU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12990","14490","16410","18550","20090","18620","19710","21710","23740","25820","27350","26520","",
"Luxembourg","LUX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27920","31150","31840","32880","33140","34890","36220","38000","38470","42670","45250","46090","47760","47300","53730","56150","53470","62480","63550","54170","62930","63400","63150","62890","65570","70750","",
"Latvia","LVA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6000","6200","6880","7550","7590","8150","9060","10250","11290","12250","13970","16190","18450","19620","18240","17630","19450","20980","22510","23510","24200","",
"Macao SAR, China","MAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24260","25360","28440","29840","31190","31910","31480","31480","29910","28770","30010","34410","37480","41400","51150","55260","60450","76680","70580","71300","86160","101400","108850","119420","121040","102480","",
"St. Martin (French part)","MAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2450","2660","2620","2610","2910","2760","3130","3090","3330","3380","3470","3780","3920","4210","4500","4780","5230","5510","5900","6050","6280","6630","6840","7190","7340","7690","",
"Monaco","MCO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1870","1880","1940","1830","1790","1870","2130","2340","2680","2990","3300","3570","3700","4090","3730","4150","4520","4700","5210","5540","5400","",
"Madagascar","MDG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1030","940","970","990","970","970","990","1030","1050","1090","1130","1190","1020","1110","1160","1220","1290","1370","1460","1370","1350","1350","1360","1370","1410","1410","",
"Maldives","MDV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5410","5710","6560","7470","6890","8210","7650","8740","8530","8920","9710","10140","10310","11030","11480","",
"Middle East & North Africa","MEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7426.91862588447","7557.01529192577","7956.10363465401","8152.12106822924","8237.7869965076","8485.08738482057","8837.6468510645","9174.20845295084","9620.64567866859","9798.61783488189","10307.7521736513","10600.1956184728","10756.9095299477","11175.6069496407","12230.7768300097","13071.8327193358","14127.0067132052","15148.9242903859","15829.8450148993","15842.7428364323","16396.0727221682","16908.9632968012","17405.4759558192","17790.6095283202","18304.4540434542","18838.2726966851","",
"Mexico","MEX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5820","6180","6430","8250","8640","7670","8060","8690","9020","9500","10090","10100","10170","10400","11050","11850","12860","13760","14360","14050","14740","15790","16260","16010","17220","17140","",
"Marshall Islands","MHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3230","2810","2710","2740","2790","3020","3250","3310","3350","3440","3700","3840","4070","4040","3970","4090","4270","4280","4550","4780","5430","",
"Middle income","MIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2526.76244144073","2597.43162334728","2668.53920194143","2814.13153254025","2922.70055192522","3049.45737710592","3222.67615189929","3387.86390743389","3470.26976794449","3606.66372235519","3855.71225587385","4043.14277795296","4232.46875305351","4545.88756684803","5001.15134102253","5497.94971890181","6153.89390557526","6823.34834971262","7365.38229153913","7583.11375987502","8181.35552181111","8793.41507986366","9305.55977047751","9723.59421893595","10341.9609858904","10743.5027990542","",
